age,anxiety,confidence,datetime,ethnicity,gender,identification,logfile,meeting,response_time,subject_nr,suspicion,exclusions,event,suspect,target,condition,decision,age_category,anxiety.new,confidence.new,date,week,target_name,shown_name,accuracy,choosing,decision_evaluation
51 - 55,4,6,03/22/17 15:08:28,White,Man,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-154.csv,"NO, I have not met this person before",10024,154,"YES, I suspected that I may be asked to identify this person later",keep,11,3,absent,photo,identification,old,4,6,Mar-22,7,h,f,incorrect,chooser,false.alarm
36 - 40,4,5,03/22/17 15:25:57,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-155.csv,"NO, I have not met this person before",6645,155,"NO, I did not suspect that I may be asked to identify this person later",keep,11,1,present,photo,rejection,old,4,5,Mar-22,7,h,h,incorrect,non-chooser,miss
15 - 20,2,5,03/22/17 15:46:00,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-156.csv,"NO, I have not met this person before",6480,156,"NO, I did not suspect that I may be asked to identify this person later",keep,11,3,absent,photo,rejection,young,2,5,Mar-22,7,h,f,correct,non-chooser,correct.rejection
15 - 20,4,3,03/24/17 10:54:34,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-157.csv,"NO, I have not met this person before",19347,157,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,rejection,young,4,3,Mar-24,8,i,i,incorrect,non-chooser,miss
15 - 20,4,4,03/24/17 11:00:21,Mixed,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-158.csv,"NO, I have not met this person before",11465,158,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,rejection,young,4,4,Mar-24,8,i,i,incorrect,non-chooser,miss
15 - 20,2,6,03/24/17 11:05:29,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-159.csv,"NO, I have not met this person before",6593,159,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,identification,young,2,6,Mar-24,8,i,i,correct,chooser,hit
15 - 20,3,6,03/24/17 11:10:19,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-160.csv,"NO, I have not met this person before",14994,160,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,identification,young,3,6,Mar-24,8,i,i,correct,chooser,hit
15 - 20,4,5,03/24/17 11:14:57,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-161.csv,"NO, I have not met this person before",34502,161,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,identification,young,4,5,Mar-24,8,i,i,correct,chooser,hit
21 - 25,1 Not at all anxious,6,03/24/17 11:20:32,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays/subject-162.csv,"NO, I have not met this person before",15226,162,"NO, I did not suspect that I may be asked to identify this person later",keep,12,1,present,photo,rejection,young,1,6,Mar-24,8,i,i,incorrect,non-chooser,miss
15 - 20,2,5,10/07/2017 10:37,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-400.csv,"NO, I have not met this person before",19356,400,"YES, I suspected that I may be asked to identify this person later",keep,13,2,absent,photo,identification,young,2,5,10-Jul,9,j,k,incorrect,chooser,false.alarm
15 - 20,3,5,10/07/2017 10:42,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-401.csv,"NO, I have not met this person before",8990,401,"YES, I suspected that I may be asked to identify this person later",keep,13,1,present,photo,identification,young,3,5,10-Jul,9,j,j,correct,chooser,hit
46 - 50,4,5,10/07/2017 10:47,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-402.csv,"NO, I have not met this person before",18872,402,"NO, I did not suspect that I may be asked to identify this person later",keep,13,1,present,photo,rejection,old,4,5,10-Jul,9,j,j,incorrect,non-chooser,miss
46 - 50,1 Not at all anxious,3,10/07/2017 10:51,Prefer not to say,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-403.csv,"NO, I have not met this person before",13167,403,"NO, I did not suspect that I may be asked to identify this person later",keep,13,1,present,photo,rejection,old,1,3,10-Jul,9,j,j,incorrect,non-chooser,miss
46 - 50,4,5,10/07/2017 10:56,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-404.csv,"NO, I have not met this person before",16300,404,"YES, I suspected that I may be asked to identify this person later",keep,13,1,present,photo,rejection,old,4,5,10-Jul,9,j,j,incorrect,non-chooser,miss
15 - 20,3,6,10/07/2017 11:43,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-405.csv,"NO, I have not met this person before",12207,405,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,young,3,6,10-Jul,9,l,k,correct,non-chooser,correct.rejection
21 - 25,2,6,10/07/2017 11:47,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-406.csv,"NO, I have not met this person before",8424,406,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,identification,young,2,6,10-Jul,9,l,k,incorrect,chooser,false.alarm
41 - 45,2,6,10/07/2017 11:52,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-407.csv,"NO, I have not met this person before",8753,407,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,old,2,6,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,3,4,10/07/2017 11:56,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-408.csv,"NO, I have not met this person before",10536,408,"NO, I did not suspect that I may be asked to identify this person later",keep,13,3,absent,photo,identification,young,3,4,10-Jul,9,j,l,incorrect,chooser,false.alarm
46 - 50,5,5,10/07/2017 12:03,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-409.csv,"NO, I have not met this person before",11997,409,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,old,5,5,10-Jul,9,l,k,correct,non-chooser,correct.rejection
51 - 55,2,7 Very confident,10/07/2017 13:33,White,Man,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-410.csv,"NO, I have not met this person before",4856,410,"NO, I did not suspect that I may be asked to identify this person later",keep,15,1,present,photo,identification,old,2,7,10-Jul,9,j,j,correct,chooser,hit
21 - 25,4,4,10/07/2017 13:38,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-411.csv,"NO, I have not met this person before",7202,411,"YES, I suspected that I may be asked to identify this person later",keep,15,1,present,photo,rejection,young,4,4,10-Jul,9,j,j,incorrect,non-chooser,miss
15 - 20,1 Not at all anxious,7 Very confident,10/07/2017 13:51,Black,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-412.csv,"NO, I have not met this person before",3876,412,"NO, I did not suspect that I may be asked to identify this person later",keep,15,1,present,photo,identification,young,1,7,10-Jul,9,j,j,correct,chooser,hit
51 - 55,4,5,10/07/2017 14:27,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-413.csv,"NO, I have not met this person before",8130,413,"NO, I did not suspect that I may be asked to identify this person later",keep,16,3,present,photo,identification,old,4,5,10-Jul,9,l,l,correct,chooser,hit
15 - 20,5,5,10/07/2017 14:34,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-414.csv,"NO, I have not met this person before",6169,414,"NO, I did not suspect that I may be asked to identify this person later",keep,16,2,absent,photo,rejection,young,5,5,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,no,7 Very confident,10/07/2017 10:38,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-436.csv,"NO, I have not met this person before",20337,436,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,photo,rejection,young,NA,7,10-Jul,9,j,k,correct,non-chooser,correct.rejection
15 - 20,4,4,10/07/2017 10:42,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-437.csv,"NO, I have not met this person before",15201,437,"YES, I suspected that I may be asked to identify this person later",keep,13,2,absent,photo,rejection,young,4,4,10-Jul,9,j,k,correct,non-chooser,correct.rejection
51 - 55,5,4,10/07/2017 10:46,Black,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-438.csv,"NO, I have not met this person before",4161,438,"NO, I did not suspect that I may be asked to identify this person later",keep,13,1,present,photo,identification,old,5,4,10-Jul,9,j,j,correct,chooser,hit
56 - 60,2,5,10/07/2017 10:50,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-439.csv,"NO, I have not met this person before",9443,439,"NO, I did not suspect that I may be asked to identify this person later",keep,13,2,absent,photo,rejection,old,2,5,10-Jul,9,j,k,correct,non-chooser,correct.rejection
56 - 60,5,3,10/07/2017 10:54,Asian,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-440.csv,"NO, I have not met this person before",6928,440,"NO, I did not suspect that I may be asked to identify this person later",keep,13,1,present,photo,identification,old,5,3,10-Jul,9,j,j,correct,chooser,hit
15 - 20,1 Not at all anxious,7 Very confident,10/07/2017 11:41,White,Man,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-441.csv,"NO, I have not met this person before",6345,441,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,photo,identification,young,1,7,10-Jul,9,l,l,correct,chooser,hit
51 - 55,3,4,10/07/2017 11:45,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-442.csv,"NO, I have not met this person before",4566,442,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,old,3,4,10-Jul,9,l,k,correct,non-chooser,correct.rejection
46 - 50,4,7 Very confident,10/07/2017 11:48,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-443.csv,"NO, I have not met this person before",6414,443,"NO, I did not suspect that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,old,4,7,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,4,5,10/07/2017 11:52,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-444.csv,"NO, I have not met this person before",4294,444,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,photo,identification,young,4,5,10-Jul,9,l,l,correct,chooser,hit
46 - 50,4,3,10/07/2017 11:57,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-445.csv,"NO, I have not met this person before",18071,445,"NO, I did not suspect that I may be asked to identify this person later",keep,14,3,present,photo,rejection,old,4,3,10-Jul,9,l,l,incorrect,non-chooser,miss
46 - 50,1 Not at all anxious,6,10/07/2017 12:00,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-446.csv,"NO, I have not met this person before",23035,446,"YES, I suspected that I may be asked to identify this person later",keep,14,3,present,photo,identification,old,1,6,10-Jul,9,l,l,correct,chooser,hit
15 - 20,5,4,10/07/2017 12:05,Asian,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-447.csv,"NO, I have not met this person before",13821,447,"YES, I suspected that I may be asked to identify this person later",keep,14,2,absent,photo,rejection,young,5,4,10-Jul,9,l,k,correct,non-chooser,correct.rejection
46 - 50,1 Not at all anxious,6,10/07/2017 13:35,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-448.csv,"NO, I have not met this person before",10465,448,"NO, I did not suspect that I may be asked to identify this person later",keep,15,2,absent,photo,identification,old,1,6,10-Jul,9,j,k,incorrect,chooser,false.alarm
46 - 50,1 Not at all anxious,2,10/07/2017 13:54,White,Man,I DON'T KNOW,C:/Users/standalone/Desktop/Saturday 0710/subject-449.csv,"NO, I have not met this person before",19086,449,"NO, I did not suspect that I may be asked to identify this person later",keep,15,2,absent,photo,dk,old,1,2,10-Jul,9,j,k,incorrect,non-chooser,correct.rejection
15 - 20,4,6,10/07/2017 14:28,Mixed,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-450.csv,"NO, I have not met this person before",5853,450,"NO, I did not suspect that I may be asked to identify this person later",keep,16,3,present,photo,identification,young,4,6,10-Jul,9,l,l,correct,chooser,hit
15 - 20,1 Not at all anxious,5,10/07/2017 14:34,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/Saturday 0710/subject-451.csv,"NO, I have not met this person before",3273,451,"NO, I did not suspect that I may be asked to identify this person later",keep,16,2,absent,photo,rejection,young,1,5,10-Jul,9,l,k,correct,non-chooser,correct.rejection
15 - 20,4,4,02/08/2017 14:26,Asian,Woman,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/OpenDays2017/subject-51.csv,"NO, I have not met this person before",38840,51,"NO, I did not suspect that I may be asked to identify this person later",keep,1,2,absent,video,identification,young,4,4,02-Aug,1,a,b,incorrect,chooser,false.alarm
41 - 45,3,4,02/08/2017 14:37,White,Woman,I DON'T KNOW,C:/Users/Laptop10/Desktop/OpenDays2017/subject-52.csv,"NO, I have not met this person before",104707,52,"NO, I did not suspect that I may be asked to identify this person later",keep,1,3,absent,video,dk,old,3,4,02-Aug,1,a,c,incorrect,non-chooser,correct.rejection
51 - 55,3,6,02/08/2017 14:44,Asian,Man,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/OpenDays2017/subject-53.csv,"NO, I have not met this person before",28256,53,"NO, I did not suspect that I may be asked to identify this person later",keep,1,3,absent,video,rejection,old,3,6,02-Aug,1,a,c,correct,non-chooser,correct.rejection
15 - 20,5,5,02/08/2017 14:49,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/OpenDays2017/subject-54.csv,"NO, I have not met this person before",20903,54,"NO, I did not suspect that I may be asked to identify this person later",keep,1,2,absent,video,rejection,young,5,5,02-Aug,1,a,b,correct,non-chooser,correct.rejection
56 - 60,1 Not at all anxious,6,02/08/2017 14:55,White,Man,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/OpenDays2017/subject-55.csv,"NO, I have not met this person before",59055,55,"YES, I suspected that I may be asked to identify this person later",keep,1,2,absent,video,identification,old,1,6,02-Aug,1,a,b,incorrect,chooser,false.alarm
15 - 20,no,5,02/08/2017 15:04,Asian,Woman,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/OpenDays2017/subject-56.csv,"NO, I have not met this person before",24595,56,"NO, I did not suspect that I may be asked to identify this person later",keep,1,3,absent,video,rejection,young,NA,5,02-Aug,1,a,c,correct,non-chooser,correct.rejection
46 - 50,3,6,02/15/17 14:30:39,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop6/Desktop/Open Days 2017/subject-251.csv,"NO, I have not met this person before",22402,251,"NO, I did not suspect that I may be asked to identify this person later",keep,2,3,absent,video,rejection,old,3,6,Feb-15,2,a,c,correct,non-chooser,correct.rejection
46 - 50,3,4,02/15/17 14:37:20,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop6/Desktop/Open Days 2017/subject-252.csv,"NO, I have not met this person before",41478,252,"NO, I did not suspect that I may be asked to identify this person later",keep,2,2,absent,video,rejection,old,3,4,Feb-15,2,a,b,correct,non-chooser,correct.rejection
46 - 50,3,6,02/15/17 14:43:24,White,Woman,"YES, I believe that was the person",C:/Users/Laptop6/Desktop/Open Days 2017/subject-253.csv,"NO, I have not met this person before",45579,253,"NO, I did not suspect that I may be asked to identify this person later",keep,2,3,absent,video,identification,old,3,6,Feb-15,2,a,c,incorrect,chooser,false.alarm
46 - 50,5,7 Very confident,02/15/17 14:49:18,Other,Woman,"YES, I believe that was the person",C:/Users/Laptop6/Desktop/Open Days 2017/subject-254.csv,"NO, I have not met this person before",67036,254,"NO, I did not suspect that I may be asked to identify this person later",keep,2,2,absent,video,identification,old,5,7,Feb-15,2,a,b,incorrect,chooser,false.alarm
51 - 55,3,5,02/15/17 14:27:56,Other,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-57.csv,"NO, I have not met this person before",6559,57,"NO, I did not suspect that I may be asked to identify this person later",keep,2,1,present,video,identification,old,3,5,Feb-15,2,a,a,correct,chooser,hit
15 - 20,5,4,02/15/17 14:33:10,Asian,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-58.csv,"NO, I have not met this person before",19528,58,"NO, I did not suspect that I may be asked to identify this person later",keep,2,3,absent,video,rejection,young,5,4,Feb-15,2,a,c,correct,non-chooser,correct.rejection
51 - 55,3,2,02/15/17 14:39:08,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-59.csv,"NO, I have not met this person before",51889,59,"NO, I did not suspect that I may be asked to identify this person later",keep,2,2,absent,video,rejection,old,3,2,Feb-15,2,a,b,correct,non-chooser,correct.rejection
51 - 55,2,4,02/15/17 14:47:23,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-60.csv,"NO, I have not met this person before",39247,60,"NO, I did not suspect that I may be asked to identify this person later",keep,2,3,absent,video,identification,old,2,4,Feb-15,2,a,c,incorrect,chooser,false.alarm
15 - 20,3,4,02/15/17 15:04:50,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-61.csv,"NO, I have not met this person before",42903,61,"NO, I did not suspect that I may be asked to identify this person later",keep,2,2,absent,video,rejection,young,3,4,Feb-15,2,a,b,correct,non-chooser,correct.rejection
31 - 35,5,7 Very confident,02/15/17 15:10:44,Black,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-62.csv,"NO, I have not met this person before",18314,62,"NO, I did not suspect that I may be asked to identify this person later",keep,2,2,absent,video,identification,old,5,7,Feb-15,2,a,b,incorrect,chooser,false.alarm
46 - 50,2,7 Very confident,02/15/17 15:17:03,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-63.csv,"NO, I have not met this person before",29483,63,"NO, I did not suspect that I may be asked to identify this person later",keep,2,1,present,video,identification,old,2,7,Feb-15,2,a,a,correct,chooser,hit
46 - 50,1 Not at all anxious,3,02/15/17 15:23:50,White,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/OpenDays2017/subject-64.csv,"NO, I have not met this person before",53828,64,"NO, I did not suspect that I may be asked to identify this person later",keep,2,3,absent,video,dk,old,1,3,Feb-15,2,a,c,incorrect,non-chooser,correct.rejection
15 - 20,2,5,02/22/17 14:34:07,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-65.csv,"NO, I have not met this person before",NA,65,"NO, I did not suspect that I may be asked to identify this person later",keep,3,1,present,video,identification,young,2,5,Feb-22,3,c,c,correct,chooser,hit
31 - 35,7 Very anxious,6,02/22/17 14:40:00,Asian,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-66.csv,"NO, I have not met this person before",NA,66,"NO, I did not suspect that I may be asked to identify this person later",keep,3,2,absent,video,identification,old,7,6,Feb-22,3,c,b,incorrect,chooser,false.alarm
46 - 50,2,6,02/22/17 14:49:28,White,Woman,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-67.csv,"NO, I have not met this person before",NA,67,"NO, I did not suspect that I may be asked to identify this person later",keep,3,2,absent,video,identification,old,2,6,Feb-22,3,c,b,incorrect,chooser,false.alarm
Prefer not to say,6,6,02/22/17 14:55:22,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-68.csv,"NO, I have not met this person before",NA,68,"NO, I did not suspect that I may be asked to identify this person later",keep,3,2,absent,video,rejection,NotDisclosed,6,6,Feb-22,3,c,b,correct,non-chooser,correct.rejection
46 - 50,3,6,02/22/17 15:02:08,White,Man,"YES, I believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-69.csv,"NO, I have not met this person before",NA,69,"YES, I suspected that I may be asked to identify this person later",keep,3,1,present,video,identification,old,3,6,Feb-22,3,c,c,correct,chooser,hit
61 - 65,1 Not at all anxious,5,02/22/17 15:15:46,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-70.csv,"NO, I have not met this person before",NA,70,"YES, I suspected that I may be asked to identify this person later",keep,3,1,present,video,rejection,old,1,5,Feb-22,3,c,c,incorrect,non-chooser,miss
15 - 20,3,4,03/08/2017 14:35,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-71.csv,"NO, I have not met this person before",22020,71,"NO, I did not suspect that I may be asked to identify this person later",keep,4,1,present,video,identification,young,3,4,03-Aug,4,c,c,correct,chooser,hit
66 - 70,2,4,03/08/2017 14:42,White,Man,I DON'T KNOW,C:/Users/standalone/Desktop/OpenDays2017/subject-72.csv,"NO, I have not met this person before",29085,72,"NO, I did not suspect that I may be asked to identify this person later",keep,4,2,absent,video,dk,old,2,4,03-Aug,4,c,b,incorrect,non-chooser,correct.rejection
15 - 20,3,3,03/08/2017 15:06,White,Man,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-73.csv,"NO, I have not met this person before",25245,73,"NO, I did not suspect that I may be asked to identify this person later",keep,4,3,absent,video,identification,young,3,3,03-Aug,4,c,a,incorrect,chooser,false.alarm
41 - 45,3,6,03/08/2017 15:15,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-74.csv,"NO, I have not met this person before",24448,74,"NO, I did not suspect that I may be asked to identify this person later",keep,4,3,absent,video,rejection,old,3,6,03-Aug,4,c,a,correct,non-chooser,correct.rejection
15 - 20,2,5,03/15/17 14:28:52,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-75.csv,"NO, I have not met this person before",24930,75,"YES, I suspected that I may be asked to identify this person later",keep,5,1,present,video,identification,young,2,5,Mar-15,5,d,d,correct,chooser,hit
15 - 20,3,5,03/15/17 14:32:35,White,Woman,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-76.csv,"NO, I have not met this person before",22651,76,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,identification,young,3,5,Mar-15,5,d,d,correct,chooser,hit
46 - 50,1 Not at all anxious,5,03/15/17 14:37:43,White,Man,"YES, I believe this was the man",C:/Users/standalone/Desktop/OpenDays2017/subject-77.csv,"NO, I have not met this person before",24774,77,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,identification,old,1,5,Mar-15,5,d,d,correct,chooser,hit
51 - 55,3,4,03/15/17 14:44:05,Asian,Woman,I DON'T KNOW,C:/Users/standalone/Desktop/OpenDays2017/subject-78.csv,"NO, I have not met this person before",36092,78,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,dk,old,3,4,Mar-15,5,d,d,incorrect,non-chooser,miss
56 - 60,1 Not at all anxious,7 Very confident,03/15/17 14:51:45,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-79.csv,"NO, I have not met this person before",34490,79,"NO, I did not suspect that I may be asked to identify this person later",keep,5,2,absent,video,rejection,old,1,7,Mar-15,5,d,e,correct,non-chooser,correct.rejection
51 - 55,2,5,03/15/17 15:00:26,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-80.csv,"NO, I have not met this person before",54583,80,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,rejection,old,2,5,Mar-15,5,d,d,incorrect,non-chooser,miss
15 - 20,2,5,03/15/17 15:06:05,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-81.csv,"NO, I have not met this person before",22325,81,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,rejection,young,2,5,Mar-15,5,d,d,incorrect,non-chooser,miss
26 - 30,4,6,03/15/17 15:09:42,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-82.csv,"NO, I have not met this person before",28842,82,"NO, I did not suspect that I may be asked to identify this person later",keep,5,1,present,video,rejection,young,4,6,Mar-15,5,d,d,incorrect,non-chooser,miss
15 - 20,1 Not at all anxious,7 Very confident,03/15/17 15:37:55,White,Woman,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-83.csv,"NO, I have not met this person before",48903,83,"NO, I did not suspect that I may be asked to identify this person later",keep,5,2,absent,video,rejection,young,1,7,Mar-15,5,d,e,correct,non-chooser,correct.rejection
15 - 20,3,5,03/15/17 15:42:21,White,Man,"NO, I do not believe that was the person",C:/Users/standalone/Desktop/OpenDays2017/subject-84.csv,"NO, I have not met this person before",27330,84,"YES, I suspected that I may be asked to identify this person later",keep,5,2,absent,video,rejection,young,3,5,Mar-15,5,d,e,correct,non-chooser,correct.rejection
Prefer not to say,2,4,03/18/17 12:20:14,White,Man,"NO, I do not believe that was the person",C:/Users/Laptop3/Desktop/New folder/SuperSaturday/subject-110.csv,"NO, I have not met this person before",41083,110,"YES, I suspected that I may be asked to identify this person later",keep,6,1,present,video,rejection,NotDisclosed,2,4,Mar-18,6,g,g,incorrect,non-chooser,miss
66 - 70,1 Not at all anxious,6,03/18/17 12:29:13,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop3/Desktop/New folder/SuperSaturday/subject-111.csv,"NO, I have not met this person before",39257,111,"NO, I did not suspect that I may be asked to identify this person later",keep,6,1,present,video,rejection,old,1,6,Mar-18,6,g,g,incorrect,non-chooser,miss
15 - 20,1 Not at all anxious,3,03/18/17 13:06:39,White,Woman,"YES, I believe that was the person",C:/Users/Laptop3/Desktop/New folder/SuperSaturday/subject-112.csv,"NO, I have not met this person before",48774,112,"YES, I suspected that I may be asked to identify this person later",keep,7,1,present,video,identification,young,1,3,Mar-18,6,g,g,correct,chooser,hit
15 - 20,3,5,03/18/17 14:09:09,White,Man,"NO, I do not believe that was the person",C:/Users/Laptop3/Desktop/New folder/SuperSaturday/subject-114.csv,"NO, I have not met this person before",18179,114,"YES, I suspected that I may be asked to identify this person later",keep,8,2,absent,video,rejection,young,3,5,Mar-18,6,g,h,correct,non-chooser,correct.rejection
46 - 50,no,6,03/18/17 14:21:09,White,Woman,"YES, I believe that was the person",C:/Users/Laptop3/Desktop/New folder/SuperSaturday/subject-115.csv,"NO, I have not met this person before",8544,115,"NO, I did not suspect that I may be asked to identify this person later",keep,8,1,present,video,identification,old,NA,6,Mar-18,6,g,g,correct,chooser,hit
51 - 55,2,6,03/18/17 12:09:54,White,Man,"YES, I believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-85.csv,"NO, I have not met this person before",8701,85,"NO, I did not suspect that I may be asked to identify this person later",keep,6,1,present,video,identification,old,2,6,Mar-18,6,g,g,correct,chooser,hit
Prefer not to say,1 Not at all anxious,5,03/18/17 12:15:33,White,Woman,"NO, I do not believe that was the person",C:/Users/Laptop10/Desktop/SuperSaturday/subject-86.csv,"NO, I have not met this person before",49405,86,"NO, I did not suspect that I may be asked to identify this person later",keep,6,1,present,video,rejection,NotDisclosed,1,5,Mar-18,6,g,g,incorrect,non-chooser,miss
