"confidence_immediate","identification","condition","gender_updated","target_correct","target_pair","identification_decision","not_sure_decision","repetition_numeric","unique_decision","pre_conf","row","ppt_gender","age","ethnicity","post_conf","comfort","face","height","posture","body","movement","behaviour","ID_testify","ID_closest","ID_justRecognized","ID_lookedLike","ID_wouldNotPick","nonID_sure","nonID_noMemory","nonID_seeOthersFirst","nonID_lookedLike","nonID_wouldID","ID","choosing","accuracy","person"
"no","No","live","female","absent","c","rejection","other",0,"rejection",70,"back","woman","17","black",70,80,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"53live4","non-chooser","correct",3
"100","Yes","live","male","present","c","target","other",0,"identification",80,"back","woman","17","black",100,90,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"53live4","chooser","correct",6
"no","Not sure","FB","female","absent","c","rejection","innocent",0,"not sure",50,"back","woman","18","white",40,40,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"54FB3","non-chooser","correct",7
"50","Yes","FB","male","present","c","filler","other",0,"identification",60,"back","woman","18","white",50,50,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"54FB3","chooser","incorrect",5
"no","Not sure","HS","female","present","c","rejection","filler",0,"rejection",50,"back","woman","18","white",70,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"54HS3","non-chooser","incorrect",5
"no","No","HS","male","absent","c","rejection","other",0,"rejection",70,"back","woman","18","white",70,80,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"54HS3","non-chooser","correct",1
"no","No","live","female","absent","c","rejection","other",0,"rejection",90,"front","woman","17","white",70,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"54live4","non-chooser","correct",5
"no","No","live","male","absent","c","rejection","other",0,"rejection",70,"front","woman","17","white",90,100,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"54live4","non-chooser","correct",1
"60","Yes","HS","female","present","c","filler","other",0,"identification",70,"middle","woman","18","white",50,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"55HS3","chooser","incorrect",5
"no","No","HS","male","absent","c","rejection","other",0,"rejection",50,"middle","woman","18","white",70,60,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"55HS3","non-chooser","correct",3
"40","Yes","live","female","present","c","filler","other",1,"identification",60,"back","woman","19","white",40,100,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"55live4","chooser","incorrect",5
"no","No","live","male","absent","c","rejection","other",0,"rejection",50,"back","woman","19","white",100,100,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"55live4","non-chooser","correct",5
"no","Not sure","FB","female","present","c","rejection","target",0,"not sure",40,"back","woman","17","white",30,60,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"56FB3","non-chooser","incorrect",6
"no","Not sure","FB","male","absent","c","rejection","innocent",0,"not sure",40,"back","woman","17","white",20,50,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"56FB3","non-chooser","correct",7
"90","Yes","HS","female","present","c","target","other",1,"identification",90,"back","woman","17","black",90,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"56HS3","chooser","correct",6
"no","No","HS","male","absent","c","rejection","other",0,"rejection",100,"back","woman","17","black",100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"56HS3","non-chooser","correct",1
"60","Yes","live","female","present","c","filler","other",0,"identification",40,"back","woman","17","white",50,100,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"56live4","chooser","incorrect",2
"no","No","live","male","absent","c","rejection","other",0,"rejection",40,"back","woman","17","white",50,100,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"56live4","non-chooser","correct",5
"no","No","HS","female","absent","c","rejection","other",0,"rejection",60,"back","woman","18","asian",30,90,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"57HS3","non-chooser","correct",2
"40","Yes","HS","male","present","c","filler","other",0,"identification",50,"back","woman","18","asian",50,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"57HS3","chooser","incorrect",1
"no","Not sure","FB","female","present","c","rejection","target",0,"not sure",80,"back","woman","17","white",40,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"58FB3","non-chooser","incorrect",6
"no","No","FB","male","absent","c","rejection","other",0,"rejection",80,"back","woman","17","white",60,70,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"58FB3","non-chooser","correct",2
"80","Yes","HS","female","present","c","filler","other",0,"identification",100,"back","man","18","white",80,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"58HS3","chooser","incorrect",4
"no","Not sure","HS","male","absent","c","rejection","innocent",0,"not sure",100,"back","man","18","white",70,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"58HS3","non-chooser","correct",7
"no","No","live","female","absent","c","rejection","other",0,"rejection",10,"middle","woman","17","white",70,60,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"58live4","non-chooser","correct",1
"30","Yes","live","male","present","c","target","other",0,"identification",10,"middle","woman","17","white",20,60,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"58live4","chooser","correct",6
"no","No","FB","female","absent","c","rejection","other",0,"rejection",50,"middle","woman","18","white",20,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"59FB3","non-chooser","correct",2
"no","No","FB","male","present","c","rejection","other",0,"rejection",50,"middle","woman","18","white",20,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"59FB3","non-chooser","incorrect",2
"no","No","HS","female","present","c","rejection","other",0,"rejection",60,"back","woman","18","white",90,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"59HS3","non-chooser","incorrect",1
"no","No","HS","male","absent","c","rejection","other",0,"rejection",60,"back","woman","18","white",90,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"59HS3","non-chooser","correct",2
"no","No","live","female","present","c","rejection","other",0,"rejection",100,"front","woman","17","black",90,100,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"59live4","non-chooser","incorrect",2
"no","No","live","male","absent","c","rejection","other",0,"rejection",70,"front","woman","17","black",80,90,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"59live4","non-chooser","correct",4
"80","Yes","FB","female","present","c","filler","other",0,"identification",90,"middle","man","18","white",70,80,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"60FB3","chooser","incorrect",4
"60","Yes","FB","male","absent","c","filler","other",1,"identification",90,"middle","man","18","white",40,60,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"60FB3","chooser","incorrect",5
"30","Yes","HS","female","absent","c","filler","other",0,"identification",20,"middle","woman","18","white",40,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"60HS3","chooser","incorrect",1
"no","Not sure","HS","male","present","c","rejection","target",0,"not sure",20,"middle","woman","18","white",30,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"60HS3","non-chooser","incorrect",6
"60","Yes","live","female","present","c","target","other",0,"identification",60,"front","man","25","white",70,100,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"60live4","chooser","correct",6
"no","No","live","male","absent","c","rejection","other",0,"rejection",80,"front","man","25","white",90,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"60live4","non-chooser","correct",1
"60","Yes","FB","female","absent","c","innocent","other",0,"identification",80,"front","woman","19","white",60,80,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,"61FB3","chooser","incorrect",7
"70","Yes","FB","male","present","c","target","other",0,"identification",50,"front","woman","19","white",80,90,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"61FB3","chooser","correct",6
"no","Not sure","HS","female","present","c","rejection","filler",0,"rejection",50,"middle","woman","17","white",20,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"61HS3","non-chooser","incorrect",5
"no","Not sure","HS","male","absent","c","rejection","filler",0,"rejection",20,"middle","woman","17","white",0,70,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"61HS3","non-chooser","correct",5
"80","Yes","live","female","present","d","target","other",0,"identification",50,"middle","man","44","white",70,80,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"61live5","chooser","correct",6
"60","Yes","live","male","absent","d","filler","other",0,"identification",10,"middle","man","44","white",60,90,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"61live5","chooser","incorrect",1
"80","Yes","FB","female","present","c","target","other",0,"identification",70,"front","woman","35","white",80,70,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"62FB3","chooser","correct",6
"70","Yes","FB","male","absent","c","filler","other",0,"identification",60,"front","woman","35","white",70,70,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,"62FB3","chooser","incorrect",1
"no","Not sure","HS","female","present","c","rejection","target",0,"not sure",70,"front","woman","17","white",20,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"62HS3","non-chooser","incorrect",6
"70","Yes","HS","male","absent","c","innocent","other",0,"identification",70,"front","woman","17","white",80,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"62HS3","chooser","incorrect",7
"no","No","live","female","absent","d","rejection","other",0,"rejection",80,"front","woman","45","white",90,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"62live5","non-chooser","correct",3
"90","Yes","live","male","present","d","target","other",0,"identification",80,"front","woman","45","white",90,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"62live5","chooser","correct",6
"80","Yes","FB","female","present","c","target","other",0,"identification",60,"middle","woman","17","white",80,100,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"63FB3","chooser","correct",6
"40","Yes","FB","male","absent","c","innocent","other",1,"identification",70,"middle","woman","17","white",80,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"63FB3","chooser","incorrect",7
"no","No","HS","female","present","c","rejection","other",0,"rejection",50,"front","woman","18","white",0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"63HS3","non-chooser","incorrect",3
"20","Yes","HS","male","absent","c","filler","other",0,"identification",20,"front","woman","18","white",10,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"63HS3","chooser","incorrect",5
"no","Not sure","live","female","present","d","rejection","target",0,"not sure",20,"front","woman","17","asian",40,50,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"63live5","non-chooser","incorrect",6
"70","Yes","live","male","absent","d","filler","other",0,"identification",20,"front","woman","17","asian",70,50,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"63live5","chooser","incorrect",5
"60","Yes","FB","female","absent","c","innocent","other",0,"identification",70,"front","woman","18","black",100,80,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"64FB3","chooser","incorrect",7
"90","Yes","FB","male","present","c","target","other",0,"identification",60,"front","woman","18","black",90,90,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"64FB3","chooser","correct",6
"no","No","HS","female","absent","c","rejection","other",0,"rejection",100,"front","man","18","black",50,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"64HS3","non-chooser","correct",5
"90","Yes","HS","male","present","c","target","other",0,"identification",100,"front","man","18","black",100,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"64HS3","chooser","correct",6
"30","Yes","live","female","absent","d","filler","other",0,"identification",90,"back","woman","18","white",40,90,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"64live5","chooser","incorrect",4
"60","Yes","live","male","present","d","filler","other",1,"identification",80,"back","woman","18","white",80,90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"64live5","chooser","incorrect",2
"70","Yes","FB","female","present","c","target","other",0,"identification",80,"front","woman","18","white",70,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"65FB3","chooser","correct",6
"no","Not sure","FB","male","absent","c","rejection","filler",0,"rejection",60,"front","woman","18","white",30,100,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"65FB3","non-chooser","correct",5
"80","Yes","HS","female","present","c","target","other",1,"identification",80,"front","man","18","white",80,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"65HS3","chooser","correct",6
"no","No","HS","male","absent","c","rejection","other",0,"rejection",50,"front","man","18","white",40,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"65HS3","non-chooser","correct",3
"no","No","live","female","present","d","rejection","other",0,"rejection",90,"front","woman","18","white",80,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"65live5","non-chooser","incorrect",4
"no","No","live","male","absent","d","rejection","other",0,"rejection",90,"front","woman","18","white",80,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"65live5","non-chooser","correct",1
"no","No","FB","female","present","c","rejection","other",0,"rejection",60,"middle","woman","17","white",50,100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"66FB3","non-chooser","incorrect",3
"70","Yes","FB","male","absent","c","filler","other",1,"identification",80,"middle","woman","17","white",70,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"66FB3","chooser","incorrect",1
"no","No","HS","female","absent","c","rejection","other",0,"rejection",60,"front","woman","18","white",10,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"66HS3","non-chooser","correct",4
"30","Yes","HS","male","present","c","target","other",0,"identification",60,"front","woman","18","white",70,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"66HS3","chooser","correct",6
"no","No","live","female","absent","d","rejection","other",0,"rejection",20,"middle","woman","17","white",30,90,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"66live5","non-chooser","correct",4
"no","Not sure","live","male","present","d","rejection","filler",0,"rejection",30,"middle","woman","17","white",40,80,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"66live5","non-chooser","incorrect",1
"50","Yes","FB","female","present","c","filler","other",1,"identification",60,"front","woman","23","mixed",30,40,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"67FB3","chooser","incorrect",5
"60","Yes","FB","male","absent","c","filler","other",1,"identification",30,"front","woman","23","mixed",40,20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"67FB3","chooser","incorrect",3
"no","No","HS","female","absent","c","rejection","other",0,"rejection",70,"front","man","18","white",70,50,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"67HS3","non-chooser","correct",3
"no","No","HS","male","present","c","rejection","other",0,"rejection",60,"front","man","18","white",50,30,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"67HS3","non-chooser","incorrect",4
"60","Yes","live","female","present","d","target","other",0,"identification",70,"back","woman","17","white",80,90,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"67live5","chooser","correct",6
"60","Yes","live","male","absent","d","filler","other",1,"identification",60,"back","woman","17","white",60,80,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"67live5","chooser","incorrect",1
"90","Yes","FB","female","absent","d","filler","other",0,"identification",70,"back","woman","56","white",80,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"68FB6","chooser","incorrect",4
"100","Yes","FB","male","present","d","target","other",0,"identification",80,"back","woman","56","white",90,100,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"68FB6","chooser","correct",6
"50","Yes","HS","female","present","c","filler","other",0,"identification",100,"front","woman","17","white",90,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"68HS3","chooser","incorrect",5
"no","No","HS","male","absent","c","rejection","other",0,"rejection",100,"front","woman","17","white",100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"68HS3","non-chooser","correct",5
"60","Yes","live","female","present","d","target","other",0,"identification",70,"back","woman","17","white",60,50,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"68live5","chooser","correct",6
"no","No","live","male","absent","d","rejection","other",0,"rejection",70,"back","woman","17","white",20,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"68live5","non-chooser","correct",1
"no","Not sure","FB","female","absent","d","rejection","filler",0,"rejection",30,"back","man","57","white",0,100,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"69FB6","non-chooser","correct",2
"no","No","FB","male","present","d","rejection","other",1,"rejection",100,"back","man","57","white",0,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"69FB6","non-chooser","incorrect",1
"no","No","HS","female","absent","c","rejection","other",0,"rejection",80,"back","man","19","black",30,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"69HS4","non-chooser","correct",3
"90","Yes","HS","male","present","c","target","other",0,"identification",70,"back","man","19","black",90,90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"69HS4","chooser","correct",6
"60","Yes","live","female","present","d","target","other",0,"identification",70,"back","woman","17","asian",40,80,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"69live5","chooser","correct",6
"60","Yes","live","male","absent","d","filler","other",1,"identification",50,"back","woman","17","asian",60,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"69live5","chooser","incorrect",4
"no","Not sure","FB","female","absent","e","rejection","innocent",0,"not sure",70,"back","man","60","white",20,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"70FB7","non-chooser","correct",7
"no","Not sure","FB","male","present","e","rejection","target",0,"not sure",30,"back","man","60","white",20,30,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"70FB7","non-chooser","incorrect",6
"70","Yes","HS","female","present","c","filler","other",0,"identification",50,"back","woman","21","white",70,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"70HS4","chooser","incorrect",4
"no","No","HS","male","absent","c","rejection","other",0,"rejection",50,"back","woman","21","white",0,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"70HS4","non-chooser","correct",2
"no","No","live","female","absent","d","rejection","other",0,"rejection",60,"back","woman","17","white",80,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"70live5","non-chooser","correct",5
"no","Not sure","live","male","present","d","rejection","target",0,"not sure",60,"back","woman","17","white",40,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"70live5","non-chooser","incorrect",6
"50","Yes","FB","female","absent","e","innocent","other",1,"identification",20,"middle","man","47","white",60,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"71FB7","chooser","incorrect",7
"70","Yes","FB","male","present","e","target","other",0,"identification",30,"middle","man","47","white",60,100,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"71FB7","chooser","correct",6
"no","No","HS","female","present","c","rejection","other",0,"rejection",50,"back","woman","17","white",0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"71HS4","non-chooser","incorrect",3
"no","No","HS","male","absent","c","rejection","other",1,"rejection",50,"back","woman","17","white",10,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"71HS4","non-chooser","correct",5
"no","No","live","female","absent","d","rejection","other",0,"rejection",70,"back","man","17","white",60,100,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"71live5","non-chooser","correct",5
"60","Yes","live","male","present","d","target","other",0,"identification",30,"back","man","17","white",60,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"71live5","chooser","correct",6
"no","Not sure","FB","female","present","e","rejection","target",0,"not sure",30,"front","woman","17","white",0,90,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"72FB7","non-chooser","incorrect",6
"no","No","FB","male","absent","e","rejection","other",0,"rejection",60,"front","woman","17","white",10,90,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"72FB7","non-chooser","correct",4
"no","No","HS","female","present","c","rejection","other",0,"rejection",60,"middle","woman","18","white",40,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"72HS4","non-chooser","incorrect",1
"no","No","HS","male","absent","c","rejection","other",0,"rejection",70,"middle","woman","18","white",60,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"72HS4","non-chooser","correct",2
"no","No","live","female","absent","d","rejection","other",0,"rejection",70,"back","woman","17","white",20,100,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"72live5","non-chooser","correct",2
"90","Yes","live","male","present","d","target","other",0,"identification",90,"back","woman","17","white",90,100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"72live5","chooser","correct",6
"no","Not sure","FB","female","absent","e","rejection","filler",0,"rejection",10,"front","woman","59","white",10,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"73FB7","non-chooser","correct",4
"70","Yes","FB","male","present","e","filler","other",1,"identification",70,"front","woman","59","white",70,100,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"73FB7","chooser","incorrect",5
"50","Yes","HS","female","absent","c","filler","other",0,"identification",70,"front","woman","17","white",50,90,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"73HS4","chooser","incorrect",2
"70","Yes","HS","male","present","c","target","other",0,"identification",60,"front","woman","17","white",70,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"73HS4","chooser","correct",6
"no","No","live","female","absent","e","rejection","other",0,"rejection",80,"back","woman","43","white",90,90,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"73live7","non-chooser","correct",1
"no","Not sure","live","male","present","e","rejection","filler",0,"rejection",60,"back","woman","43","white",80,80,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"73live7","non-chooser","incorrect",1
"no","Not sure","FB","female","absent","e","rejection","innocent",0,"not sure",30,"middle","woman","17","white",30,50,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"74FB7","non-chooser","correct",7
"no","Not sure","FB","male","present","e","rejection","target",0,"not sure",50,"middle","woman","17","white",60,80,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,"74FB7","non-chooser","incorrect",6
"no","No","HS","female","present","c","rejection","other",0,"rejection",60,"front","man","18","asian",40,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74HS4","non-chooser","incorrect",3
"no","No","HS","male","absent","c","rejection","other",0,"rejection",70,"front","man","18","asian",40,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74HS4","non-chooser","correct",2
"90","Yes","live","female","absent","e","filler","other",0,"identification",90,"middle","man","50","white",100,100,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"74live7","chooser","incorrect",5
"no","No","live","male","absent","e","rejection","other",0,"rejection",90,"middle","man","50","white",100,100,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"74live7","non-chooser","correct",4
"60","Yes","HS","female","absent","d","innocent","other",0,"identification",60,"middle","man","50","white",60,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"75HS5","chooser","incorrect",7
"90","Yes","HS","female","present","e","target","other",0,"identification",60,"front","man","17","white",90,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"75HS7","chooser","correct",6
"60","Yes","HS","male","present","d","filler","other",0,"identification",60,"middle","man","50","white",60,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"75HS5","chooser","incorrect",1
"no","No","HS","male","absent","e","rejection","other",0,"rejection",70,"front","man","17","white",0,90,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,"75HS7","non-chooser","correct",1
"100","Yes","live","female","present","c","target","other",0,"identification",80,"middle","woman","39","white",100,100,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"75live4","chooser","correct",6
"no","No","live","male","absent","c","rejection","other",0,"rejection",80,"middle","woman","39","white",100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"75live4","non-chooser","correct",5
"70","Yes","FB","female","absent","c","filler","other",1,"identification",50,"middle","woman","53","white",60,70,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"76FB3","chooser","incorrect",5
"80","Yes","FB","male","present","c","target","other",0,"identification",60,"middle","woman","53","white",80,80,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"76FB3","chooser","correct",6
"no","No","HS","female","present","c","rejection","other",0,"rejection",80,"front","man","53","",70,90,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"76HS3","non-chooser","incorrect",1
"no","No","HS","male","absent","c","rejection","other",0,"rejection",60,"front","man","53","",50,50,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"76HS3","non-chooser","correct",5
"80","Yes","live","female","present","e","target","other",0,"identification",70,"front","woman","45","white",80,80,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"76live7","chooser","correct",6
"no","No","live","male","absent","e","rejection","other",0,"rejection",70,"front","woman","45","white",100,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"76live7","non-chooser","correct",3
"no","No","FB","female","present","c","rejection","other",0,"rejection",60,"middle","man","53","",0,100,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"77FB3","non-chooser","incorrect",5
"70","Yes","FB","male","absent","c","filler","other",1,"identification",40,"middle","man","53","",70,100,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"77FB3","chooser","incorrect",3
"no","Not sure","HS","female","absent","c","rejection","filler",0,"rejection",50,"back","man","50","white",40,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"77HS3","non-chooser","correct",5
"70","Yes","HS","male","present","c","target","other",0,"identification",50,"back","man","50","white",60,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"77HS3","chooser","correct",6
"no","No","live","female","absent","e","rejection","other",0,"rejection",10,"middle","woman","17","mixed",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"77live7","non-chooser","correct",1
"no","Not sure","live","male","present","e","rejection","target",0,"not sure",10,"middle","woman","17","mixed",10,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"77live7","non-chooser","incorrect",6
"no","Not sure","FB","female","present","c","rejection","filler",0,"rejection",50,"front","man","48","white",30,50,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"78FB3","non-chooser","incorrect",3
"no","Not sure","FB","male","absent","c","rejection","innocent",0,"not sure",50,"front","man","48","white",30,50,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,"78FB3","non-chooser","correct",7
"80","Yes","HS","female","absent","c","filler","other",1,"identification",70,"front","woman","51","white",30,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"78HS3","chooser","incorrect",1
"no","No","HS","male","present","c","rejection","other",0,"rejection",60,"front","woman","51","white",30,70,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"78HS3","non-chooser","incorrect",1
"no","No","live","female","absent","e","rejection","other",0,"rejection",60,"back","woman","17","white",80,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"78live7","non-chooser","correct",4
"70","Yes","live","male","present","e","target","other",0,"identification",70,"back","woman","17","white",70,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"78live7","chooser","correct",6
"no","No","FB","female","absent","c","rejection","other",0,"rejection",60,"middle","woman","37","white",50,50,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"79FB3","non-chooser","correct",4
"no","No","FB","male","present","c","rejection","other",0,"rejection",60,"middle","woman","37","white",50,50,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"79FB3","non-chooser","incorrect",3
"no","No","HS","female","present","c","rejection","other",0,"rejection",80,"front","man","40","white",100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"79HS3","non-chooser","incorrect",5
