Experiment,idnumber,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans_How many people were in the video?,question1acc,include
Rep1,1112,36,WhiteEuropean,4-Year College Degree (BA BS),Female,1,95,36,110,74,92,14,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1113,23,WhiteEuropean,2-Year College Degree (Associates),Male,3,83,41,75,22,110,71,1,1,110,1,Correct ID,1,50,1,1,yes
Rep1,1114,35,WhiteEuropean,Masters Degree,Male,1,28,110,55,104,6,34,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1115,27,Other,Professional Degree (MD JD),Male,1,75,58,10,41,25,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1118,28,WhiteEuropean,High School/GED,Male,1,94,31,51,110,2,62,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1119,37,WhiteEuropean,2-Year College Degree (Associates),Male,3,31,110,102,81,27,75,0,1,110,0,False ID,0,60,1,1,yes
Rep1,1121,37,WhiteEuropean,2-Year College Degree (Associates),Male,3,103,51,3,110,97,41,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep1,1123,46,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,18,60,41,96,58,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1124,39,WhiteEuropean,4-Year College Degree (BA BS),Male,3,45,76,1,110,109,95,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep1,1125,21,WhiteEuropean,Currently Attending College,Female,2,70,110,3,91,4,22,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep1,1126,27,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,104,101,52,53,81,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1127,23,WhiteEuropean,High School/GED,Male,2,6,61,37,110,67,28,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1128,35,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,7,5,90,6,22,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1129,34,WhiteEuropean,2-Year College Degree (Associates),Female,3,34,110,66,50,56,86,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1130,33,WhiteEuropean,Masters Degree,Female,2,58,16,98,88,110,99,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep1,1132,38,WhiteEuropean,High School/GED,Male,1,110,92,76,8,12,26,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1133,42,WhiteEuropean,High School/GED,Female,3,14,107,30,110,57,69,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1134,53,WhiteEuropean,Professional Degree (MD JD),Female,3,91,108,96,110,80,9,0,1,108,0,Filler ID,NA,70,1,1,yes
Rep1,1135,54,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,42,63,5,13,94,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1136,31,AsianIndian,Masters Degree,Male,3,60,63,103,110,39,93,0,1,103,0,Filler ID,NA,80,1,1,yes
Rep1,1137,21,WhiteEuropean,2-Year College Degree (Associates),Male,3,100,94,110,96,42,4,0,1,96,0,Filler ID,NA,70,1,1,yes
Rep1,1138,30,AsianIndian,Masters Degree,Male,3,58,54,93,110,75,51,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1139,38,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,69,100,73,26,104,1,1,104,0,Filler ID,NA,20,1,1,yes
Rep1,1140,23,BlackAfrican,Currently Attending College,Male,2,47,102,77,96,55,110,0,1,77,0,Filler ID,NA,70,1,1,yes
Rep1,1142,26,LatinHispanic,Masters Degree,Female,3,100,14,110,94,92,20,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1143,37,WhiteEuropean,Currently Attending College,Female,1,110,77,12,64,85,75,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep1,1144,48,WhiteEuropean,High School/GED,Female,1,59,14,31,23,3,110,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1145,27,WhiteEuropean,4-Year College Degree (BA BS),Male,1,37,17,110,61,11,69,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep1,1146,37,WhiteEuropean,High School/GED,Male,1,87,17,81,15,74,110,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep1,1148,33,AsianIndian,2-Year College Degree (Associates),Male,3,50,8,26,105,110,80,1,1,50,0,Filler ID,NA,80,1,1,yes
Rep1,1149,61,WhiteEuropean,High School/GED,Male,3,80,110,27,40,102,3,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1150,31,WhiteEuropean,High School/GED,Female,1,70,12,48,50,64,110,0,0,Not present,1,Correct Reject,NA,30,1,1,yes
Rep1,1152,25,AsianIndian,Masters Degree,Male,2,50,34,57,47,110,91,1,1,34,0,Filler ID,NA,40,4,0,no
Rep1,1153,29,WhiteEuropean,High School/GED,Female,1,86,28,38,92,110,43,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep1,1155,36,LatinHispanic,2-Year College Degree (Associates),Male,1,23,56,90,105,69,110,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1156,27,WhiteEuropean,4-Year College Degree (BA BS),Female,1,108,109,110,5,66,107,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1157,33,WhiteEuropean,Masters Degree,Female,3,62,4,51,60,90,110,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep1,1158,19,BlackAfrican,Currently Attending College,Female,3,110,108,53,76,95,27,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep1,1160,25,WhiteEuropean,Masters Degree,Male,1,27,83,110,19,20,62,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1161,53,WhiteEuropean,Masters Degree,Male,2,72,15,43,80,110,37,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1162,47,WhiteEuropean,Masters Degree,Female,1,63,83,33,39,40,110,0,1,40,0,Filler ID,NA,70,1,1,yes
Rep1,1163,30,WhiteEuropean,Masters Degree,Female,1,77,101,110,54,32,6,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1164,46,WhiteEuropean,2-Year College Degree (Associates),Female,3,75,11,29,110,80,37,0,1,75,0,Filler ID,NA,50,1,1,yes
Rep1,1166,58,WhiteEuropean,Masters Degree,Female,2,92,38,32,89,23,110,1,0,Not present,0,Incorrect Reject,NA,30,1,1,yes
Rep1,1167,31,WhiteEuropean,Masters Degree,Female,1,45,36,29,110,8,101,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1168,34,WhiteEuropean,4-Year College Degree (BA BS),Female,3,73,64,110,57,23,35,1,1,73,0,Filler ID,NA,70,1,1,yes
Rep1,1169,37,WhiteEuropean,4-Year College Degree (BA BS),Male,1,30,110,13,37,28,93,0,0,Not present,1,Correct Reject,NA,30,1,1,yes
Rep1,1170,25,Mixed Ethnicity,4-Year College Degree (BA BS),Male,3,52,105,33,18,79,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1171,28,AsianIndian,Masters Degree,Male,2,14,71,87,11,24,110,0,1,14,0,Filler ID,NA,70,1,1,yes
Rep1,1173,40,WhiteEuropean,Professional Degree (MD JD),Female,3,16,26,65,59,52,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1174,24,WhiteEuropean,4-Year College Degree (BA BS),Male,2,105,59,51,110,17,42,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1175,49,WhiteEuropean,High School/GED,Male,3,110,63,10,3,59,84,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep1,1176,23,LatinHispanic,4-Year College Degree (BA BS),Male,1,32,52,69,64,110,54,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1177,33,WhiteEuropean,Masters Degree,Male,2,24,12,85,19,110,71,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1178,36,WhiteEuropean,High School/GED,Female,1,65,23,90,36,30,110,0,1,90,0,Filler ID,NA,70,1,1,yes
Rep1,1179,46,BlackAfrican,4-Year College Degree (BA BS),Female,1,29,21,110,69,62,71,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1180,45,BlackAfrican,4-Year College Degree (BA BS),Female,2,110,81,74,52,59,66,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1181,50,WhiteEuropean,2-Year College Degree (Associates),Female,1,33,17,43,110,81,106,1,1,33,0,Filler ID,NA,60,1,1,yes
Rep1,1183,21,AsianIndian,Currently Attending College,Male,1,110,64,73,100,106,4,0,1,106,0,Filler ID,NA,60,1,1,yes
Rep1,1184,34,WhiteEuropean,High School/GED,Female,3,97,75,30,20,49,110,1,1,49,0,Filler ID,NA,80,1,1,yes
Rep1,1185,24,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,40,72,27,5,78,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1186,37,NR,2-Year College Degree (Associates),NR,2,84,21,110,14,46,19,1,1,46,0,Filler ID,NA,50,2,0,no
Rep1,1187,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,100,87,72,75,110,27,1,1,110,1,Correct ID,1,50,1,1,yes
Rep1,1188,30,WhiteEuropean,2-Year College Degree (Associates),Male,3,99,38,66,110,105,51,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1189,27,WhiteEuropean,High School/GED,Female,1,58,110,85,46,22,61,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1190,26,WhiteEuropean,Masters Degree,Male,2,36,110,45,17,14,102,0,1,17,0,Filler ID,NA,70,1,1,yes
Rep1,1191,25,WhiteEuropean,High School/GED,Female,1,110,105,88,98,7,23,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1192,31,WhiteEuropean,4-Year College Degree (BA BS),Female,1,14,10,108,99,110,77,1,1,14,0,Filler ID,NA,70,1,1,yes
Rep1,1193,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,92,30,2,69,42,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1194,25,LatinHispanic,4-Year College Degree (BA BS),Female,3,93,110,97,83,17,99,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1195,22,AsianIndian,Currently Attending College,Male,1,52,97,21,13,39,110,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1196,31,WhiteEuropean,4-Year College Degree (BA BS),Female,3,46,110,41,77,40,50,1,1,110,1,Correct ID,1,50,1,1,yes
Rep1,1197,33,WhiteEuropean,High School/GED,Male,3,36,110,22,85,4,78,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1198,60,WhiteEuropean,4-Year College Degree (BA BS),Female,1,50,65,110,64,33,99,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Rep1,1200,23,AsianIndian,4-Year College Degree (BA BS),Male,3,64,106,60,44,110,72,0,1,106,0,Filler ID,NA,70,1,1,yes
Rep1,1201,41,WhiteEuropean,4-Year College Degree (BA BS),Female,3,93,92,110,78,16,57,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1202,36,BlackAfrican,High School/GED,Female,1,107,86,68,110,92,53,0,1,92,0,Filler ID,NA,100,1,1,yes
Rep1,1204,37,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,39,53,1,63,70,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1206,36,WhiteEuropean,High School/GED,Female,1,110,28,49,7,98,62,1,0,Not present,0,Incorrect Reject,NA,10,1,1,yes
Rep1,1207,47,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,19,79,81,6,21,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1208,22,WhiteEuropean,4-Year College Degree (BA BS),Male,3,3,110,52,55,91,44,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1209,33,WhiteEuropean,4-Year College Degree (BA BS),Male,2,36,110,26,55,6,50,1,1,110,1,Correct ID,1,40,1,1,yes
Rep1,1211,29,WhiteEuropean,4-Year College Degree (BA BS),Female,3,93,110,97,78,17,101,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1212,24,LatinHispanic,High School/GED,Male,2,5,51,15,16,110,32,1,1,5,0,Filler ID,NA,50,1,1,yes
Rep1,1214,32,WhiteEuropean,2-Year College Degree (Associates),Female,3,65,97,89,110,68,95,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep1,1215,30,WhiteEuropean,2-Year College Degree (Associates),Female,2,97,95,39,100,110,82,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1218,43,WhiteEuropean,High School/GED,Female,3,47,99,45,51,36,110,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1219,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,42,12,43,46,59,110,1,1,42,0,Filler ID,NA,40,1,1,yes
Rep1,1220,31,WhiteEuropean,4-Year College Degree (BA BS),Female,1,3,106,110,84,98,44,0,1,98,0,Filler ID,NA,80,1,1,yes
Rep1,1221,31,BlackAfrican,4-Year College Degree (BA BS),Female,1,91,60,100,110,65,46,0,1,65,0,Filler ID,NA,20,1,1,yes
Rep1,1222,52,WhiteEuropean,2-Year College Degree (Associates),Female,3,18,110,19,107,94,33,0,1,33,0,Filler ID,NA,20,1,1,yes
Rep1,1223,49,WhiteEuropean,High School/GED,Female,2,110,64,22,94,66,71,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Rep1,1224,24,WhiteEuropean,4-Year College Degree (BA BS),Female,1,29,40,42,77,70,110,0,1,29,0,Filler ID,NA,40,1,1,yes
Rep1,1225,33,WhiteEuropean,4-Year College Degree (BA BS),Male,2,103,26,27,47,21,110,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep1,1226,29,WhiteEuropean,Masters Degree,Male,2,90,96,71,110,42,36,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1228,39,BlackAfrican,Masters Degree,Male,1,110,100,6,20,108,37,0,1,6,0,Filler ID,NA,90,1,1,yes
Rep1,1229,27,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,47,42,99,3,22,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1230,31,LatinHispanic,4-Year College Degree (BA BS),Male,1,62,87,71,16,110,43,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1231,23,BlackAfrican,4-Year College Degree (BA BS),Male,2,46,110,58,28,19,30,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1233,37,WhiteEuropean,Masters Degree,Female,3,102,32,25,108,110,56,1,1,110,1,Correct ID,1,40,1,1,yes
Rep1,1234,70,WhiteEuropean,4-Year College Degree (BA BS),Female,1,64,107,88,110,96,7,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1235,42,WhiteEuropean,High School/GED,Female,3,30,86,5,43,110,51,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1237,23,AsianIndian,4-Year College Degree (BA BS),Male,1,110,10,15,29,51,74,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1239,38,WhiteEuropean,High School/GED,Female,1,107,44,16,31,110,85,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep1,1240,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,75,87,110,19,11,107,1,1,110,1,Correct ID,1,30,1,1,yes
Rep1,1242,27,WhiteEuropean,4-Year College Degree (BA BS),Male,3,21,23,42,80,110,78,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1243,26,WhiteEuropean,High School/GED,Female,2,72,110,2,39,70,69,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1247,24,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,81,102,105,69,7,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1249,39,WhiteEuropean,4-Year College Degree (BA BS),Male,2,25,64,48,34,100,110,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1250,23,AsianIndian,High School/GED,Male,3,35,110,63,93,45,64,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1251,23,WhiteEuropean,High School/GED,Male,1,110,53,43,107,58,15,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1252,32,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,51,64,3,63,80,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1253,23,AsianIndian,4-Year College Degree (BA BS),Male,3,110,15,33,70,69,71,1,1,110,1,Correct ID,1,100,1,1,yes
Rep1,1254,39,WhiteEuropean,Currently Attending College,Male,1,53,13,57,55,110,5,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1255,23,WhiteEuropean,4-Year College Degree (BA BS),Female,2,80,110,100,88,65,51,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1257,28,WhiteEuropean,High School/GED,Female,1,80,110,100,109,50,87,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1259,34,WhiteEuropean,High School/GED,Female,3,25,110,37,9,58,57,0,1,58,0,Filler ID,NA,60,1,1,yes
Rep1,1260,38,LatinHispanic,High School/GED,Female,3,24,100,14,89,110,34,0,1,110,0,False ID,0,60,1,1,yes
Rep1,1261,29,LatinHispanic,4-Year College Degree (BA BS),Female,2,57,8,21,110,14,3,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1262,23,LatinHispanic,Currently Attending College,Female,3,44,93,110,43,13,92,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1263,25,Mixed Ethnicity,4-Year College Degree (BA BS),Male,1,110,95,36,2,69,10,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1264,41,WhiteEuropean,2-Year College Degree (Associates),Female,3,7,42,40,36,97,110,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep1,1265,29,Other,High School/GED,Male,3,42,25,74,110,102,5,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1266,22,AsianIndian,Currently Attending College,Male,2,110,74,60,47,102,96,0,1,96,0,Filler ID,NA,60,1,1,yes
Rep1,1267,30,WhiteEuropean,4-Year College Degree (BA BS),Female,2,21,73,70,29,110,50,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1270,29,WhiteEuropean,High School/GED,Male,2,110,106,87,108,23,26,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1272,32,LatinHispanic,Masters Degree,Female,2,43,107,110,1,55,93,0,1,110,0,False ID,0,90,1,1,yes
Rep1,1273,23,WhiteEuropean,Masters Degree,Female,1,9,110,85,18,57,56,0,1,18,0,Filler ID,NA,60,1,1,yes
Rep1,1274,34,WhiteEuropean,4-Year College Degree (BA BS),Female,3,2,104,94,45,43,110,1,1,110,1,Correct ID,1,50,1,1,yes
Rep1,1275,19,WhiteEuropean,Currently Attending College,Female,1,68,60,110,106,88,54,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1277,30,WhiteEuropean,High School/GED,Female,1,110,75,24,31,7,80,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1278,25,WhiteEuropean,High School/GED,Female,3,5,110,42,79,46,38,0,1,5,0,Filler ID,NA,20,1,1,yes
Rep1,1279,33,WhiteEuropean,Masters Degree,Female,3,84,4,60,110,50,46,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1281,54,WhiteEuropean,4-Year College Degree (BA BS),Female,2,50,15,40,37,96,110,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1282,23,WhiteEuropean,2-Year College Degree (Associates),Male,3,73,5,15,49,110,66,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1284,43,WhiteEuropean,4-Year College Degree (BA BS),Male,1,30,25,29,110,9,85,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1285,36,AsianIndian,4-Year College Degree (BA BS),Female,3,2,110,54,4,18,15,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1286,50,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,78,59,100,28,20,1,1,110,1,Correct ID,1,70,1,1,yes
Rep1,1287,25,WhiteEuropean,High School/GED,Female,3,49,105,14,48,110,42,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1288,32,WhiteEuropean,High School/GED,Female,3,7,58,110,75,107,38,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1290,35,LatinHispanic,4-Year College Degree (BA BS),Male,1,110,52,8,46,6,2,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Rep1,1291,38,WhiteEuropean,Masters Degree,Female,1,93,19,108,61,75,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1292,27,BlackAfrican,2-Year College Degree (Associates),Male,3,47,9,4,110,105,64,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1293,38,NR,Masters Degree,Male,1,110,26,38,98,58,95,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1294,28,LatinHispanic,2-Year College Degree (Associates),Female,1,36,105,52,110,7,68,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1295,40,WhiteEuropean,High School/GED,Male,1,74,34,68,110,21,44,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1296,42,WhiteEuropean,Masters Degree,Female,3,58,77,15,95,20,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1297,25,Mixed Ethnicity,4-Year College Degree (BA BS),Female,3,74,80,100,94,34,110,0,1,94,0,Filler ID,NA,40,1,1,yes
Rep1,1298,30,AsianIndian,4-Year College Degree (BA BS),Female,3,6,110,51,77,61,79,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1299,29,WhiteEuropean,High School/GED,Female,2,110,103,91,89,44,38,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Rep1,1300,37,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,97,54,86,79,74,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1301,40,WhiteEuropean,High School/GED,Male,3,110,37,92,81,43,85,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1303,31,WhiteEuropean,2-Year College Degree (Associates),Female,3,91,15,78,60,110,11,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1304,70,WhiteEuropean,Masters Degree,Female,2,110,78,54,19,17,85,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1306,40,WhiteEuropean,4-Year College Degree (BA BS),Female,3,97,80,44,26,64,110,1,1,110,1,Correct ID,1,100,1,1,yes
Rep1,1307,31,WhiteEuropean,4-Year College Degree (BA BS),Male,3,77,84,105,110,21,4,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1308,26,WhiteEuropean,2-Year College Degree (Associates),Female,2,91,30,73,96,110,37,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Rep1,1309,37,AsianIndian,4-Year College Degree (BA BS),Male,3,20,74,110,92,62,94,1,1,110,1,Correct ID,1,100,1,1,yes
Rep1,1310,33,LatinHispanic,High School/GED,Female,3,18,105,97,57,85,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Rep1,1311,60,WhiteEuropean,High School/GED,Female,1,103,80,7,81,94,110,0,1,7,0,Filler ID,NA,50,1,1,yes
Rep1,1312,31,WhiteEuropean,Professional Degree (MD JD),Male,3,110,38,23,61,30,36,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1313,26,WhiteEuropean,Masters Degree,Female,3,101,110,25,108,87,27,1,1,110,1,Correct ID,1,40,1,1,yes
Rep1,1314,31,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,84,20,109,100,21,0,1,100,0,Filler ID,NA,80,1,1,yes
Rep1,1315,23,WhiteEuropean,4-Year College Degree (BA BS),Male,3,15,107,103,110,91,13,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1317,27,WhiteEuropean,4-Year College Degree (BA BS),Female,2,53,68,87,43,41,110,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Rep1,1319,67,WhiteEuropean,Professional Degree (MD JD),Female,1,28,30,110,29,68,37,0,1,29,0,Filler ID,NA,70,1,1,yes
Rep1,1320,32,Mixed Ethnicity,High School/GED,Female,1,29,110,41,35,42,24,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1321,51,WhiteEuropean,Masters Degree,Male,2,13,16,19,110,5,14,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Rep1,1322,24,WhiteEuropean,Currently Attending College,Male,1,46,52,110,24,45,47,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1323,56,WhiteEuropean,High School/GED,Female,3,96,7,11,31,16,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Rep1,1324,32,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,35,36,76,9,11,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1326,53,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,55,67,34,45,49,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1327,29,WhiteEuropean,2-Year College Degree (Associates),Male,2,62,105,108,110,55,24,0,1,110,0,False ID,0,70,1,1,yes
Rep1,1328,27,WhiteEuropean,Currently Attending College,Female,1,36,110,5,94,41,92,1,1,41,0,Filler ID,NA,20,1,1,yes
Rep1,1329,24,WhiteEuropean,Doctoral Degree,Male,3,62,74,14,66,110,76,0,1,74,0,Filler ID,NA,60,1,1,yes
Rep1,1330,43,BlackAfrican,Masters Degree,Female,3,22,10,8,73,50,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1332,49,LatinHispanic,2-Year College Degree (Associates),Male,1,95,87,14,110,71,4,0,1,95,0,Filler ID,NA,90,1,1,yes
Rep1,1336,24,BlackAfrican,2-Year College Degree (Associates),Male,1,96,80,110,57,81,16,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1337,33,WhiteEuropean,4-Year College Degree (BA BS),Female,2,15,110,31,67,6,44,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Rep1,1339,25,LatinHispanic,High School/GED,Female,3,26,37,110,21,59,97,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Rep1,1341,22,BlackAfrican,2-Year College Degree (Associates),Female,1,110,35,78,20,7,51,0,1,51,0,Filler ID,NA,50,1,1,yes
Rep1,1343,29,WhiteEuropean,Masters Degree,Female,3,5,110,105,14,46,55,1,1,110,1,Correct ID,1,60,1,1,yes
Rep1,1344,31,WhiteEuropean,4-Year College Degree (BA BS),Male,2,28,91,110,67,97,96,1,1,110,1,Correct ID,1,90,1,1,yes
Rep1,1345,35,LatinHispanic,2-Year College Degree (Associates),Female,2,18,4,110,82,62,108,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Rep1,1346,42,WhiteEuropean,2-Year College Degree (Associates),Female,2,48,21,43,110,65,81,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1348,23,WhiteEuropean,Currently Attending College,Male,3,110,44,11,80,63,4,0,1,80,0,Filler ID,NA,70,1,1,yes
Rep1,1350,43,WhiteEuropean,4-Year College Degree (BA BS),Female,2,12,57,91,110,32,37,1,1,110,1,Correct ID,1,80,1,1,yes
Rep1,1351,40,WhiteEuropean,4-Year College Degree (BA BS),Female,2,98,76,47,30,110,93,0,1,93,0,Filler ID,NA,70,1,1,yes
