Experiment,idnumber,RecruitedFrom,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans,question1acc,completed before,include
Rep1,14527,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,1,10,110,43,13,100,40,0,1,100,0,Filler ID,NA,40,1,1,0,yes
Rep1,14529,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Female,3,8,74,90,29,110,54,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14530,mturk,37,WhiteEuropean,Doctoral Degree,Male,3,110,8,41,42,22,45,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14531,mturk,40,WhiteEuropean,Masters Degree,Male,2,72,23,45,110,4,26,1,1,72,0,Filler ID,NA,80,1,1,0,yes
Rep1,14532,mturk,30,LatinHispanic,Masters Degree,Male,1,95,106,110,99,4,12,0,0,Not present,1,Correct Reject,NA,50,2,0,0,no
Rep1,14533,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Female,3,61,54,10,29,105,110,0,1,105,0,Filler ID,NA,40,1,1,0,yes
Rep1,14534,mturk,53,WhiteEuropean,4-Year College Degree (BA BS),Female,1,18,54,20,7,110,28,1,0,Not present,0,Incorrect Reject,NA,10,1,1,0,yes
Rep1,14537,mturk,27,WhiteEuropean,Currently Attending College,Female,3,25,110,7,41,45,61,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14538,mturk,40,WhiteEuropean,Masters Degree,Male,2,43,110,93,102,39,61,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14539,mturk,25,AsianIndian,Masters Degree,Male,2,71,110,38,61,3,15,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14540,mturk,36,AsianIndian,4-Year College Degree (BA BS),Female,3,108,86,110,67,95,96,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14541,mturk,29,WhiteEuropean,Professional Degree (MD JD),Male,2,86,110,29,49,54,98,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14543,mturk,40,BlackAfrican,4-Year College Degree (BA BS),Male,2,4,14,67,76,9,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14545,mturk,60,BlackAfrican,Masters Degree,Female,3,105,98,110,64,66,25,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14546,mturk,36,WhiteEuropean,2-Year College Degree (Associates),Female,1,90,110,61,67,6,86,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14547,mturk,40,WhiteEuropean,Masters Degree,Male,2,36,37,26,57,110,44,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14548,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,3,59,31,96,101,110,36,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14549,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,1,6,90,22,110,103,107,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14550,mturk,23,AsianIndian,4-Year College Degree (BA BS),Female,1,110,49,52,59,25,28,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14551,ucsd,21,WhiteEuropean,Currently Attending College,Female,1,21,42,105,26,72,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14552,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Male,1,23,42,5,110,27,16,0,1,27,0,Filler ID,NA,70,1,1,0,yes
Rep1,14553,mturk,35,BlackAfrican,4-Year College Degree (BA BS),Male,2,110,91,23,39,38,73,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14554,mturk,24,Mixed Ethnicity,4-Year College Degree (BA BS),Male,3,41,18,16,68,67,110,0,1,68,0,Filler ID,NA,80,1,1,0,yes
Rep1,14556,mturk,45,BlackAfrican,High School/GED,Male,3,18,32,33,20,91,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14557,mturk,32,WhiteEuropean,High School/GED,Female,1,28,103,110,45,5,37,1,0,Not present,0,Incorrect Reject,NA,20,1,1,0,yes
Rep1,14559,mturk,25,WhiteEuropean,2-Year College Degree (Associates),Female,2,62,102,50,101,110,25,0,1,102,0,Filler ID,NA,50,1,1,0,yes
Rep1,14560,mturk,23,WhiteEuropean,4-Year College Degree (BA BS),Male,3,40,60,110,50,63,81,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14561,mturk,46,AsianIndian,Masters Degree,Male,2,110,71,104,96,32,109,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14562,mturk,32,LatinHispanic,4-Year College Degree (BA BS),Female,1,48,47,90,14,88,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14564,mturk,28,AsianIndian,Masters Degree,Female,3,65,80,110,72,26,64,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14565,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Female,3,52,11,110,100,39,104,0,1,100,0,Filler ID,NA,60,1,1,0,yes
Rep1,14566,mturk,28,WhiteEuropean,High School/GED,Male,1,110,95,6,21,103,14,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Rep1,14567,mturk,21,Other,High School/GED,Female,1,17,110,13,2,15,92,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14568,mturk,33,WhiteEuropean,Masters Degree,Female,3,91,94,85,110,98,5,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14569,mturk,30,WhiteEuropean,Masters Degree,Female,2,110,55,36,103,32,10,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14572,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,3,8,68,110,51,55,106,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14573,mturk,37,WhiteEuropean,High School/GED,Male,3,20,72,73,8,43,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14574,mturk,33,AsianIndian,Masters Degree,Male,2,81,56,83,27,110,34,0,1,83,0,Filler ID,NA,70,1,1,0,yes
Rep1,14575,mturk,19,WhiteEuropean,Currently Attending College,Male,2,110,38,98,58,94,21,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14576,mturk,60,BlackAfrican,2-Year College Degree (Associates),Male,3,21,110,34,33,46,25,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14577,mturk,25,Mixed Ethnicity,2-Year College Degree (Associates),Female,3,110,103,16,37,71,3,0,1,37,0,Filler ID,NA,20,1,1,0,yes
Rep1,14579,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Male,3,12,76,9,110,86,108,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14582,mturk,25,WhiteEuropean,2-Year College Degree (Associates),Female,3,65,36,110,98,90,44,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14583,mturk,27,WhiteEuropean,4-Year College Degree (BA BS),Male,1,52,68,34,110,91,105,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14585,mturk,20,WhiteEuropean,Currently Attending College,Female,2,77,9,6,105,93,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14586,mturk,48,AsianIndian,4-Year College Degree (BA BS),Female,1,46,110,10,64,20,76,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14589,mturk,43,Native American,High School/GED,Male,2,62,20,76,27,110,2,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14590,mturk,45,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,102,68,55,46,20,1,1,68,0,Filler ID,NA,80,1,1,0,yes
Rep1,14591,mturk,22,WhiteEuropean,High School/GED,Male,1,65,18,72,23,101,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14592,mturk,30,WhiteEuropean,High School/GED,Female,1,17,28,58,110,45,55,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14593,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,68,55,52,24,72,1,1,24,0,Filler ID,NA,70,1,1,0,yes
Rep1,14595,mturk,25,LatinHispanic,4-Year College Degree (BA BS),Female,3,46,98,110,39,34,37,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14596,mturk,24,AsianIndian,Masters Degree,Male,1,110,73,35,53,88,63,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14597,mturk,27,LatinHispanic,High School/GED,Female,3,109,110,78,103,4,94,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14598,mturk,21,WhiteEuropean,Currently Attending College,Male,2,110,35,68,22,20,55,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14599,mturk,27,AsianIndian,4-Year College Degree (BA BS),Male,3,81,73,110,39,59,50,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14602,mturk,33,WhiteEuropean,Masters Degree,Male,2,48,110,49,85,22,108,0,1,108,0,Filler ID,NA,80,1,1,0,yes
Rep1,14603,mturk,31,LatinHispanic,4-Year College Degree (BA BS),Male,3,82,47,14,110,25,74,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14605,mturk,35,NR,4-Year College Degree (BA BS),Male,1,81,33,56,69,110,74,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14606,mturk,20,Mixed Ethnicity,Currently Attending College,Male,1,54,20,7,90,35,110,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14607,mturk,20,LatinHispanic,Currently Attending College,Female,1,61,39,110,42,87,32,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14608,mturk,40,LatinHispanic,2-Year College Degree (Associates),Male,1,30,82,74,12,102,110,0,1,30,0,Filler ID,NA,20,3,0,0,no
Rep1,14609,mturk,25,WhiteEuropean,Currently Attending College,Female,1,20,35,101,110,108,75,0,1,101,0,Filler ID,NA,70,1,1,0,yes
Rep1,14610,mturk,36,WhiteEuropean,High School/GED,Female,2,20,110,4,38,14,8,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14611,ucsd,22,WhiteEuropean,Currently Attending College,Female,1,20,110,54,39,81,92,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14612,mturk,21,Mixed Ethnicity,4-Year College Degree (BA BS),Male,3,6,90,83,45,110,10,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14613,mturk,23,NR,4-Year College Degree (BA BS),NR,2,110,12,26,27,11,97,0,1,97,0,Filler ID,NA,60,1,1,0,yes
Rep1,14614,mturk,26,LatinHispanic,Currently Attending College,Male,3,41,110,81,21,35,83,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14616,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Male,2,3,66,110,77,79,75,0,1,110,0,False ID,0,90,1,1,0,yes
Rep1,14617,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,3,60,84,9,66,27,110,0,1,27,0,Filler ID,NA,70,1,1,0,yes
Rep1,14618,mturk,34,Native American,2-Year College Degree (Associates),Male,1,110,14,29,49,107,76,0,1,29,0,Filler ID,NA,50,1,1,0,yes
Rep1,14620,ucsd,19,Mixed Ethnicity,Currently Attending College,Female,3,86,90,4,35,88,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14621,mturk,60,WhiteEuropean,High School/GED,Male,1,102,23,110,4,34,73,0,1,102,0,Filler ID,NA,30,1,1,0,yes
Rep1,14622,mturk,24,AsianIndian,4-Year College Degree (BA BS),Male,2,110,79,70,100,62,13,0,1,110,0,False ID,0,100,1,1,0,yes
Rep1,14623,mturk,25,LatinHispanic,2-Year College Degree (Associates),Female,1,110,35,21,83,69,36,1,1,110,1,Correct ID,1,10,1,1,0,yes
Rep1,14624,mturk,28,WhiteEuropean,Currently Attending College,Male,1,110,24,16,5,28,12,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14625,mturk,30,WhiteEuropean,Masters Degree,Male,2,43,31,101,110,1,64,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14627,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,2,71,61,93,43,0,1,110,0,False ID,0,90,1,1,0,yes
Rep1,14628,mturk,35,Mixed Ethnicity,4-Year College Degree (BA BS),Female,1,52,110,94,53,45,78,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14629,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Male,2,61,19,110,58,41,104,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14630,ucsd,21,LatinHispanic,Currently Attending College,Female,2,17,110,108,24,109,70,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep1,14632,mturk,23,AsianIndian,Masters Degree,Male,1,102,104,110,53,21,52,0,1,102,0,Filler ID,NA,90,1,1,0,yes
Rep1,14633,mturk,25,AsianIndian,4-Year College Degree (BA BS),Male,3,81,110,46,14,26,67,0,1,110,0,False ID,0,100,1,1,0,yes
Rep1,14634,mturk,19,WhiteEuropean,Currently Attending College,Male,2,22,94,110,36,15,16,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14635,mturk,24,AsianIndian,Masters Degree,Male,2,107,110,33,77,74,72,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14636,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Male,2,67,17,69,8,18,110,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14637,mturk,28,AsianIndian,Masters Degree,Female,1,3,110,87,57,80,61,0,1,87,0,Filler ID,NA,90,1,1,0,yes
Rep1,14638,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,3,15,26,64,105,110,89,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14640,mturk,29,WhiteEuropean,Doctoral Degree,Male,3,97,69,89,22,110,31,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14641,mturk,24,AsianIndian,4-Year College Degree (BA BS),Female,2,106,19,95,110,82,38,1,1,106,0,Filler ID,NA,100,1,1,0,yes
Rep1,14642,mturk,19,WhiteEuropean,Currently Attending College,Female,3,29,95,84,110,23,78,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14643,mturk,44,Other,2-Year College Degree (Associates),Female,2,6,38,63,89,43,110,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep1,14645,mturk,25,AsianIndian,Masters Degree,Female,1,9,20,110,16,88,78,1,1,16,0,Filler ID,NA,70,1,1,0,yes
Rep1,14646,ucsd,18,LatinHispanic,Currently Attending College,Female,2,20,105,12,110,94,96,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14647,mturk,32,WhiteEuropean,Masters Degree,Male,3,39,20,14,110,77,37,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14648,mturk,29,WhiteEuropean,Masters Degree,Female,3,30,12,110,69,84,48,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep1,14653,ucsd,20,WhiteEuropean,Currently Attending College,Female,2,56,44,110,2,107,28,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14654,mturk,32,AsianIndian,Masters Degree,Male,2,101,110,103,28,61,71,1,1,61,0,Filler ID,NA,80,1,1,0,yes
Rep1,14655,mturk,22,AsianIndian,4-Year College Degree (BA BS),Female,1,23,93,91,22,6,110,0,1,23,0,Filler ID,NA,40,1,1,0,yes
Rep1,14656,mturk,32,AsianIndian,2-Year College Degree (Associates),Female,2,87,28,110,35,17,104,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14657,mturk,25,LatinHispanic,2-Year College Degree (Associates),Female,1,69,87,110,12,32,57,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14658,mturk,19,WhiteEuropean,Currently Attending College,Female,1,34,110,67,72,14,24,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14660,ucsd,21,AsianIndian,Currently Attending College,Male,2,25,94,110,103,96,89,1,0,Not present,0,Incorrect Reject,NA,30,1,1,0,yes
Rep1,14661,ucsd,30,LatinHispanic,4-Year College Degree (BA BS),Male,2,95,110,8,50,47,12,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14662,mturk,37,WhiteEuropean,High School/GED,Male,2,93,110,8,86,3,72,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14664,mturk,26,WhiteEuropean,High School/GED,Male,1,79,86,59,110,66,93,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14666,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,48,21,100,34,110,47,0,1,110,0,False ID,0,40,1,1,0,yes
Rep1,14667,mturk,42,WhiteEuropean,4-Year College Degree (BA BS),Male,2,33,110,49,107,3,36,0,1,110,0,False ID,0,90,1,1,0,yes
Rep1,14668,mturk,16,Other,Less than High School,Male,3,1,110,100,102,94,38,1,1,102,0,Filler ID,NA,80,1,1,0,yes
Rep1,14669,mturk,47,WhiteEuropean,Professional Degree (MD JD),Male,2,34,105,63,110,99,24,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14670,mturk,23,LatinHispanic,2-Year College Degree (Associates),Male,2,36,110,68,5,52,49,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14671,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Male,3,110,55,27,87,83,108,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14672,mturk,30,Other,Masters Degree,Male,1,16,47,86,49,110,52,1,1,47,0,Filler ID,NA,50,2,0,0,no
Rep1,14673,ucsd,21,Mixed Ethnicity,Currently Attending College,Female,1,81,13,110,50,47,69,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14674,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,5,40,110,20,67,34,0,1,67,0,Filler ID,NA,60,1,1,0,yes
Rep1,14677,mturk,31,BlackAfrican,4-Year College Degree (BA BS),Female,1,76,35,14,93,110,82,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep1,14678,mturk,49,WhiteEuropean,4-Year College Degree (BA BS),Female,2,1,26,23,30,63,110,0,0,Not present,1,Correct Reject,NA,0,4,0,0,no
Rep1,14679,mturk,31,AsianIndian,Masters Degree,Male,1,61,110,47,67,42,24,0,1,110,0,False ID,0,70,1,1,0,yes
Rep1,14680,mturk,18,AsianIndian,High School/GED,Male,2,14,107,35,110,39,101,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14681,mturk,28,LatinHispanic,Currently Attending College,Female,3,52,103,34,59,110,67,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14682,mturk,27,WhiteEuropean,Currently Attending College,Male,3,110,91,26,43,29,86,0,1,110,0,False ID,0,50,1,1,0,yes
Rep1,14684,mturk,32,LatinHispanic,4-Year College Degree (BA BS),Male,2,110,12,89,78,58,87,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14685,mturk,49,WhiteEuropean,Masters Degree,Male,2,27,25,5,35,110,51,0,1,27,0,Filler ID,NA,40,1,1,0,yes
Rep1,14687,mturk,34,BlackAfrican,4-Year College Degree (BA BS),Male,1,2,110,29,99,27,21,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14688,mturk,28,WhiteEuropean,Masters Degree,Female,1,50,47,104,110,40,64,0,1,50,0,Filler ID,NA,100,1,1,0,yes
Rep1,14689,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,2,94,110,74,24,9,23,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14690,ucsd,18,AsianIndian,Currently Attending College,Female,1,110,71,106,90,24,54,1,1,106,0,Filler ID,NA,60,1,1,0,yes
Rep1,14691,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,2,110,72,5,47,22,106,0,1,106,0,Filler ID,NA,60,1,1,0,yes
Rep1,14692,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Male,3,38,110,3,100,59,68,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14694,mturk,18,AsianIndian,2-Year College Degree (Associates),Female,1,10,59,27,110,14,61,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14695,mturk,40,BlackAfrican,4-Year College Degree (BA BS),Male,1,53,96,2,110,73,57,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14696,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,3,69,94,4,43,110,11,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14697,mturk,26,WhiteEuropean,High School/GED,Male,3,72,89,110,55,109,68,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14699,mturk,34,Native American,Masters Degree,Male,2,110,107,83,30,55,3,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14702,mturk,51,WhiteEuropean,Masters Degree,Female,2,83,20,110,7,32,34,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14703,mturk,41,WhiteEuropean,Masters Degree,Male,1,82,58,83,110,87,62,0,1,82,0,Filler ID,NA,100,4,0,0,no
Rep1,14704,mturk,23,WhiteEuropean,Masters Degree,Female,3,26,87,43,61,110,97,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14705,mturk,27,WhiteEuropean,Masters Degree,Female,2,18,6,32,17,67,110,0,1,18,0,Filler ID,NA,30,1,1,0,yes
Rep1,14706,mturk,45,WhiteEuropean,4-Year College Degree (BA BS),Female,2,92,110,21,15,72,74,1,0,Not present,0,Incorrect Reject,NA,40,1,1,0,yes
Rep1,14708,mturk,19,WhiteEuropean,High School/GED,Male,3,106,108,78,18,110,23,1,1,23,0,Filler ID,NA,50,1,1,0,yes
Rep1,14709,mturk,45,WhiteEuropean,High School/GED,Female,3,73,110,70,36,43,80,0,0,Not present,1,Correct Reject,NA,100,2,0,0,no
Rep1,14711,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,14,67,110,15,105,8,0,1,15,0,Filler ID,NA,90,1,1,0,yes
Rep1,14712,mturk,26,WhiteEuropean,Currently Attending College,Male,2,10,18,28,13,110,77,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14713,mturk,34,AsianIndian,Masters Degree,Male,2,19,110,90,12,51,41,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14715,ucsd,19,LatinHispanic,Currently Attending College,Male,3,34,79,97,8,110,59,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14716,mturk,24,WhiteEuropean,Masters Degree,Female,3,61,53,42,17,110,91,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14717,ucsd,22,AsianIndian,Currently Attending College,Female,1,78,81,85,110,49,7,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14718,mturk,28,WhiteEuropean,High School/GED,Male,1,63,60,78,87,110,97,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Rep1,14719,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,17,110,13,92,9,107,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep1,14720,mturk,47,AsianIndian,2-Year College Degree (Associates),Male,2,46,110,87,66,19,61,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14721,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Male,3,21,107,82,110,55,90,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14723,mturk,28,Native American,4-Year College Degree (BA BS),Male,2,2,13,110,58,84,14,0,1,110,0,False ID,0,70,1,1,0,yes
Rep1,14725,mturk,26,WhiteEuropean,Currently Attending College,Male,2,29,74,82,68,110,77,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep1,14726,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,65,63,44,110,26,13,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14727,mturk,47,WhiteEuropean,4-Year College Degree (BA BS),Male,1,72,110,39,27,104,9,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14728,mturk,25,AsianIndian,4-Year College Degree (BA BS),Male,1,81,106,107,53,46,110,1,1,106,0,Filler ID,NA,80,1,1,0,yes
Rep1,14731,mturk,42,AsianIndian,Masters Degree,Male,3,89,110,3,62,50,85,0,1,110,0,False ID,0,80,1,1,0,yes
Rep1,14732,mturk,24,LatinHispanic,4-Year College Degree (BA BS),Female,2,64,99,55,32,30,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14734,mturk,46,BlackAfrican,4-Year College Degree (BA BS),Male,2,65,110,78,39,105,59,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14735,mturk,41,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,68,29,38,43,20,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14736,mturk,20,WhiteEuropean,2-Year College Degree (Associates),Male,3,14,110,76,73,16,91,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14737,mturk,20,WhiteEuropean,Currently Attending College,Female,1,24,2,81,100,110,13,1,1,2,0,Filler ID,NA,70,1,1,0,yes
Rep1,14739,mturk,28,AsianIndian,Masters Degree,Male,2,68,75,53,69,110,76,0,1,53,0,Filler ID,NA,90,1,1,0,yes
Rep1,14741,mturk,30,WhiteEuropean,NR,Male,3,110,50,19,12,48,64,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14742,mturk,27,LatinHispanic,4-Year College Degree (BA BS),Female,1,17,51,75,110,54,63,1,1,75,0,Filler ID,NA,40,1,1,0,yes
Rep1,14743,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,17,25,84,38,60,0,1,84,0,Filler ID,NA,70,1,1,0,yes
Rep1,14746,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,98,18,82,101,14,0,1,110,0,False ID,0,40,1,1,0,yes
Rep1,14747,mturk,29,AsianIndian,4-Year College Degree (BA BS),Female,1,102,66,103,12,110,75,0,1,103,0,Filler ID,NA,70,1,1,0,yes
Rep1,14748,mturk,20,WhiteEuropean,High School/GED,Male,3,70,104,61,110,33,97,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14749,mturk,28,Native American,4-Year College Degree (BA BS),Male,1,12,110,23,58,81,36,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14750,mturk,53,BlackAfrican,Masters Degree,Male,3,66,49,79,110,1,101,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14751,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Male,1,89,70,106,15,110,94,1,1,70,0,Filler ID,NA,70,1,1,0,yes
Rep1,14753,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,2,17,110,58,72,26,97,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14754,mturk,32,WhiteEuropean,Doctoral Degree,Female,2,104,48,44,110,106,74,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14755,mturk,27,WhiteEuropean,2-Year College Degree (Associates),Female,2,98,110,99,12,13,51,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep1,14756,mturk,36,BlackAfrican,High School/GED,Female,2,6,96,17,54,81,110,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
